city,timestamp,temperature,season
New York,2010-01-01,9.913291004674704,winter
New York,2010-01-02,6.296100412724849,winter
New York,2010-01-03,-4.433840892736185,winter
New York,2010-01-04,-4.565064461422803,winter
New York,2010-01-05,7.225159904020072,winter
New York,2010-01-06,1.1697712596606211,winter
New York,2010-01-07,3.597623781575479,winter
New York,2010-01-08,4.156439269354049,winter
New York,2010-01-09,-4.469418019601993,winter
New York,2010-01-10,4.166862712319325,winter
New York,2010-01-11,-0.6449634054686214,winter
New York,2010-01-12,-4.176212085806702,winter
New York,2010-01-13,0.44075350927175855,winter
New York,2010-01-14,-3.4146237650444555,winter
New York,2010-01-15,2.561813543538136,winter
New York,2010-01-16,-2.7900981471208537,winter
New York,2010-01-17,2.628610884626684,winter
New York,2010-01-18,-0.2921566752573219,winter
New York,2010-01-19,4.412754727398434,winter
New York,2010-01-20,0.2208582454211786,winter
New York,2010-01-21,5.095624129694595,winter
New York,2010-01-22,1.948237818027748,winter
New York,2010-01-23,-2.761680139847502,winter
New York,2010-01-24,10.248938514539779,winter
New York,2010-01-25,-1.7056642398485415,winter
New York,2010-01-26,10.242040469642927,winter
New York,2010-01-27,-4.9138754759823415,winter
New York,2010-01-28,2.787929957907779,winter
New York,2010-01-29,-2.222488329213368,winter
New York,2010-01-30,-3.781565311641936,winter
New York,2010-01-31,-2.0754206990506523,winter
New York,2010-02-01,1.3940441116047424,winter
New York,2010-02-02,-1.1015804436587484,winter
New York,2010-02-03,-0.35847911818207523,winter
New York,2010-02-04,-3.551432060710513,winter
New York,2010-02-05,2.627912056392767,winter
New York,2010-02-06,-2.113992288050919,winter
New York,2010-02-07,6.8928850722590855,winter
New York,2010-02-08,6.380678623028272,winter
New York,2010-02-09,2.6252666814148062,winter
New York,2010-02-10,7.676901126469481,winter
New York,2010-02-11,4.7963297283991455,winter
New York,2010-02-12,-2.404714518147771,winter
New York,2010-02-13,-3.4931725562034783,winter
New York,2010-02-14,0.2871722597584319,winter
New York,2010-02-15,0.6480592998880225,winter
New York,2010-02-16,0.801376306715444,winter
New York,2010-02-17,-8.776809648619553,winter
New York,2010-02-18,6.42235010186274,winter
New York,2010-02-19,2.2935056103411675,winter
New York,2010-02-20,2.373914203580604,winter
New York,2010-02-21,4.788908252943964,winter
New York,2010-02-22,2.0484373759539003,winter
New York,2010-02-23,6.942023282740841,winter
New York,2010-02-24,-2.3652241294978555,winter
New York,2010-02-25,-9.496845447739691,winter
New York,2010-02-26,3.0644492695189913,winter
New York,2010-02-27,0.7399846554188365,winter
New York,2010-02-28,-0.8820229503978262,winter
New York,2010-03-01,9.935565607338276,spring
New York,2010-03-02,16.40548857890108,spring
New York,2010-03-03,1.82768950129352,spring
New York,2010-03-04,10.796769972018888,spring
New York,2010-03-05,9.826174007342054,spring
New York,2010-03-06,10.468920132776717,spring
New York,2010-03-07,9.558863149310021,spring
New York,2010-03-08,15.940929782856863,spring
New York,2010-03-09,14.403662661708054,spring
New York,2010-03-10,12.28960426476558,spring
New York,2010-03-11,5.740350946761567,spring
New York,2010-03-12,11.955586109380077,spring
New York,2010-03-13,9.189897941054081,spring
New York,2010-03-14,7.686607520070104,spring
New York,2010-03-15,21.58176124079212,spring
New York,2010-03-16,12.003783262203367,spring
New York,2010-03-17,13.43808305418981,spring
New York,2010-03-18,5.29236492940097,spring
New York,2010-03-19,13.500364725564864,spring
New York,2010-03-20,10.826541350620651,spring
New York,2010-03-21,8.240739007466853,spring
New York,2010-03-22,11.765480633268847,spring
New York,2010-03-23,7.989207166197437,spring
New York,2010-03-24,10.988088816209443,spring
New York,2010-03-25,5.358530351042611,spring
New York,2010-03-26,10.943955548820457,spring
New York,2010-03-27,9.75033145691534,spring
New York,2010-03-28,16.970356497958978,spring
New York,2010-03-29,12.766171535964293,spring
New York,2010-03-30,5.123604806996444,spring
New York,2010-03-31,9.689172200850283,spring
New York,2010-04-01,12.134552555232755,spring
New York,2010-04-02,5.135792927198913,spring
New York,2010-04-03,6.580785134436823,spring
New York,2010-04-04,15.744145551460994,spring
New York,2010-04-05,13.274616176503805,spring
New York,2010-04-06,5.177655898379589,spring
New York,2010-04-07,6.593041435246096,spring
New York,2010-04-08,10.963970105982984,spring
New York,2010-04-09,8.266987647023015,spring
New York,2010-04-10,9.970215934090971,spring
New York,2010-04-11,7.495223831766998,spring
New York,2010-04-12,24.74188540002575,spring
New York,2010-04-13,6.963651390187007,spring
New York,2010-04-14,12.509891583611418,spring
New York,2010-04-15,7.687287401972268,spring
New York,2010-04-16,13.110034893709228,spring
New York,2010-04-17,16.114930279858502,spring
New York,2010-04-18,11.982844011068885,spring
New York,2010-04-19,-2.2486009925895356,spring
New York,2010-04-20,5.815388515780818,spring
New York,2010-04-21,6.495949748347764,spring
New York,2010-04-22,4.446068159338196,spring
New York,2010-04-23,9.522257734160279,spring
New York,2010-04-24,20.33534094561967,spring
New York,2010-04-25,11.085656929079132,spring
New York,2010-04-26,9.976729982435634,spring
New York,2010-04-27,7.766579303336854,spring
New York,2010-04-28,2.1663883202431045,spring
New York,2010-04-29,9.62752111768565,spring
New York,2010-04-30,7.125308276836206,spring
New York,2010-05-01,8.872698789004456,spring
New York,2010-05-02,-1.7759320134078642,spring
New York,2010-05-03,9.671024616626514,spring
New York,2010-05-04,6.469633964866891,spring
New York,2010-05-05,3.3742122825611442,spring
New York,2010-05-06,7.963360109278969,spring
New York,2010-05-07,17.653995749044505,spring
New York,2010-05-08,10.71804394890865,spring
New York,2010-05-09,9.419246163589534,spring
New York,2010-05-10,9.368979795275578,spring
New York,2010-05-11,10.082420131806243,spring
New York,2010-05-12,16.752679873940288,spring
New York,2010-05-13,6.214347133910463,spring
